researcher,month,day,year,site,quad,shoot.id,length.cm,no.leaves,leaf.length,lesion.pc,lesion.pc.2,leaf.no,tip.broken,no.shoots,sampling.area.m2,shoot.m2,notes
FRS,august,29,2017,NB,NA,49,108.5,5,77,5,5,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,49,108.5,5,79.5,20,20,5,Y,NA,NA,NA,.
FRS,august,29,2017,NB,NA,50,96.5,5,2,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,50,96.5,5,45.5,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,50,96.5,5,75.5,0,0,3,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,50,96.5,5,70,0.1,0,4,N,NA,NA,NA,.
FRS,august,29,2017,NB,NA,50,96.5,5,58,1,1,5,Y,NA,NA,NA,.
FRS,september,5,2017,NB,NA,51,85.3,4,NA,0.1,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,52,72,4,NA,0.1,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,53,120,4,NA,0.1,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,54,64,3,NA,10,10,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,55,119,6,NA,0,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,56,99.5,4,NA,0.1,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,57,49,3,NA,0.1,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,58,49,3,NA,5,5,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,59,74,3,NA,20,20,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,60,92.5,4,NA,0.1,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,61,90,4,NA,1,1,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,62,73,4,NA,1,1,2,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,63,64,3,NA,10,10,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,64,67,3,NA,10,10,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,65,42,4,NA,1,1,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,66,101,3,NA,0.1,0,2,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,67,68,3,NA,1,1,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,68,60,4,NA,1,1,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,69,98,4,NA,0.1,0,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,70,76,4,NA,10,10,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,71,66.5,2,NA,1,1,2,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,72,42,2,NA,10,10,2,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,73,71,3,NA,5,5,2,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,74,73,4,NA,5,5,3,NA,NA,NA,NA,.
FRS,september,5,2017,NB,NA,75,52,3,NA,1,1,3,NA,NA,NA,NA,.
FRS,august,29,2017,WB,NA,1,106,2,82,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,1,106,2,36,0,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,2,83.5,4,2.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,2,83.5,4,41,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,2,83.5,4,61,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,2,83.5,4,68,5,5,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,3,122,3,17,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,3,122,3,86.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,3,122,3,97,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,4,90,3,15,0,0,1,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,4,90,3,64,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,4,90,3,15,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,5,93.5,2,34,0,0,1,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,5,93.5,2,69,10,10,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,6,105,2,26,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,6,105,2,80,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,7,110,4,37.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,7,110,4,70,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,7,110,4,87,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,7,110,4,91.5,1,1,4,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,8,82,3,13.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,8,82,3,61.5,0.5,0.5,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,8,82,3,63,10,10,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,9,107.5,4,14,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,9,107.5,4,65,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,9,107.5,4,82,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,9,107.5,4,53,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,10,122.5,4,49,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,10,122.5,4,95,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,10,122.5,4,65,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,10,122.5,4,69,5,5,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,11,101.5,4,32.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,11,101.5,4,63,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,11,101.5,4,76.5,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,11,101.5,4,81,5,5,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,12,127,3,4,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,12,127,3,59,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,12,127,3,96,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,13,121.5,3,50,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,13,121.5,3,91.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,13,121.5,3,91,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,14,148.5,2,27,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,14,148.5,2,114,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,15,131.5,3,10.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,15,131.5,3,96,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,15,131.5,3,32.5,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,16,94,4,8.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,16,94,4,60,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,16,94,4,73,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,16,94,4,58.5,10,10,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,17,90,2,53,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,17,90,2,66,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,18,85,3,16,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,18,85,3,60,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,18,85,3,60,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,19,129.5,4,35.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,19,129.5,4,93,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,19,129.5,4,98.5,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,19,129.5,4,83,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,20,171,4,13.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,20,171,4,93,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,20,171,4,130,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,20,171,4,97,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,21,92.5,3,58.5,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,21,92.5,3,68.5,5,5,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,21,92.5,3,50,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,22,97,3,59,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,22,97,3,73,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,22,97,3,61,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,23,97,4,0.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,23,97,4,49,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,23,97,4,76,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,23,97,4,74.5,1,1,4,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,24,84,3,30.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,24,84,3,64,10,10,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,24,84,3,59,10,10,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,25,109.5,3,15,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,25,109.5,3,79,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,25,109.5,3,82,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,26,156.5,3,10.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,26,156.5,3,100,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,26,156.5,3,119,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,27,104,4,12,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,27,104,4,53,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,27,104,4,76,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,27,104,4,81,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,28,131.5,3,15,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,28,131.5,3,78,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,28,131.5,3,99.5,0,0,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,29,98,4,36,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,29,98,4,75,3,3,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,29,98,4,80,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,29,98,4,65,10,10,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,30,112.5,4,0.1,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,30,112.5,4,82,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,30,112.5,4,86,10,10,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,30,112.5,4,75.5,20,20,4,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,31,84.5,3,44,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,31,84.5,3,66,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,31,84.5,3,34,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,32,116,4,40.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,32,116,4,89,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,32,116,4,86,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,32,116,4,82,50,50,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,33,115.5,4,26.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,33,115.5,4,80,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,33,115.5,4,90.5,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,33,115.5,4,84,20,20,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,34,91.5,3,24,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,34,91.5,3,68,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,34,91.5,3,71.5,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,35,112,4,9,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,35,112,4,66,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,35,112,4,84,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,35,112,4,42,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,36,85.5,3,30,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,36,85.5,3,65,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,36,85.5,3,51,5,5,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,37,123,4,21,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,37,123,4,80,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,37,123,4,98,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,37,123,4,99,1,1,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,38,118.5,4,32.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,38,118.5,4,86.5,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,38,118.5,4,75,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,38,118.5,4,54,10,10,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,39,87.5,3,44,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,39,87.5,3,65,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,39,87.5,3,46.5,10,10,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,40,116,3,28,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,40,116,3,84,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,40,116,3,77,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,41,105.5,2,49.5,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,41,105.5,2,88.5,1,1,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,42,124,4,6,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,42,124,4,63.5,0,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,42,124,4,98,0,0,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,42,124,4,32.5,0.1,0,4,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,43,107.5,4,26,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,43,107.5,4,64,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,43,107.5,4,73,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,43,107.5,4,82,1,1,4,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,44,135,3,28.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,44,135,3,100,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,44,135,3,81.5,1,1,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,45,62.5,3,1.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,45,62.5,3,45,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,45,62.5,3,17,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,46,55.5,3,24,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,46,55.5,3,31,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,46,55.5,3,40,10,10,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,47,108,3,33,0.1,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,47,108,3,80,0.1,0,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,47,108,3,87.5,0.1,0,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,48,103.5,2,47,1,1,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,48,103.5,2,86.5,5,5,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,49,88,4,15.5,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,49,88,4,63,1,1,2,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,49,88,4,68,1,1,3,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,49,88,4,54.5,5,5,4,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,50,102.5,4,39,0,0,1,N,NA,NA,NA,.
FRS,august,29,2017,WB,NA,50,102.5,4,76,0.1,0,2,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,50,102.5,4,80,0.1,0,3,Y,NA,NA,NA,.
FRS,august,29,2017,WB,NA,50,102.5,4,79,1,1,4,Y,NA,NA,NA,.
TCH,september,5,2017,WB,NA,51,120,4,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,52,116.5,2,NA,0,0,2,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,53,97,3,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,54,66,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,55,108,3,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,56,102.5,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,57,92.5,4,NA,2,2,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,58,99,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,59,97,3,NA,0.1,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,60,101.5,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,61,114,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,62,110,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,63,134.5,3,NA,5,5,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,64,117.5,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,65,95,2,NA,1,1,2,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,66,125,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,67,116.5,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,68,86.5,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,69,132,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,70,105,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,71,81,2,NA,0,0,2,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,72,107.5,3,NA,5,5,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,73,49,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,74,120.5,3,NA,0,0,3,NA,NA,NA,NA,.
TCH,september,5,2017,WB,NA,75,97,3,NA,0,0,3,NA,NA,NA,NA,.
